departure,arrival,duration
"Dübendorf, Memphis","Dübendorf, Im Grund",5
"Dübendorf, Sunnhalde","Dübendorf, Branzenäsch",10
Dübendorf,"Dübendorf, Lindenplatz",6
"Glattbrugg, Mode Center TMC","Glattpark, Chavez-Allee",4
"Gossau ZH, Oberstufe/Altrüti","Gossau ZH, Ernst-Brugger-Platz",9
"Gutenswil, Grossenacher","Gutenswil, Unterdorf",7
Horgen,"Horgen, Schinzenhof",3
"Höri, Gemeindehaus","Höri, Schulhaus",6
Kloten,"Kloten, Schulstrasse",9
"Küsnacht ZH, Bahnhof","Küsnacht ZH, Zentrum",4
"Meilen, Schulhaus Obermeilen","Meilen, Ormis",8
"Meilen, Zur Au","Meilen, Halten",8
Oberrieden (See),"Oberrieden, Bahnhof",5
"Oberrieden Dorf, Bahnhof",Oberrieden,7
"Rüschlikon, Langhaldenstrasse",Rüschlikon,7
"Schlieren, Mülligen","Zürich, Feusisbergli",9
"Uetikon am See, Bahnhof","Uetikon am See, Gemeindehaus",8
"Unterengstringen, Sennenbüel N","Unterengstringen, Aegelsee",6
"Weiningen ZH, Ausserdorf","Weiningen ZH, Aegelsee",9
"Wettingen, Winkelried","Wettingen, Langenstein",6
"Wetzikon ZH, Haldenstrasse","Wetzikon ZH, Robenhausen",5
"Winterthur, Hardau","Winterthur, Wülflingen",9
"Wohlen AG, Luegisland","Wohlen AG, Sonnhalde",9
"Wädenswil, Krähbach","Wädenswil, Schwanen",10
"Zürich Wiedikon, Bahnhof","Zürich, Werd",5
"Zürich Wollishofen, Bhf/Werft","Zürich, Billoweg",10
"Zürich Wollishofen,Bhf/Staubst","Zürich, Billoweg",10
"Zürich, Bahnhofplatz/HB",Zürich HB,3
"Zürich, Kronenstrasse","Zürich, Scheuchzerstrasse",8
"Zürich, Luchswiesen","Zürich, Luegisland",8
"Zürich, Morgental","Zürich, Post Wollishofen",5
"Zürich, Paradeplatz","Zürich, Rennweg",8
"Zürich, Rosengartenstrasse","Zürich Wipkingen, Bahnhof",7
"Zürich, Sihlcity","Zürich, Waffenplatzstrasse",10
"Bonstetten, Lärchenhof","Bonstetten-Wettswil, Bahnhof",8
"Busslingen, Stetterstrasse","Busslingen, Hüsler",6
"Bülach, Gewerbehaus","Bülach, Pfarrgässli",7
"Dietikon, Stadthaus",Dietikon Schöneggstrasse,2
Dietikon,"Dietikon, Stadthaus",10
"Greifensee, Im Hof","Greifensee, Im Langacher",6
"Herrliberg, Forchstrasse","Herrliberg, Oberdorfweg",8
"Herrliberg, Schulhaus","Herrliberg, Pfarrgasse",8
"Hinteregg, Station",Hinteregg,1
"Hirzel, Vorderi Siten","Hirzel, Post",2
"Kilchberg ZH, Emilienheim","Zürich, Neubühl",10
Küsnacht ZH (See),Küsnacht ZH,4
"Muri AG, Bahnhof","Muri AG, Egg",8
"Muri AG, Marktstrasse",Muri AG,6
"Männedorf, Asylstrasse","Männedorf, Spital",9
"Oberhasli, Dorf","Oberhasli, Post",7
"Ottenbach, Engelwiese","Ottenbach, Rigiblick",8
"Regensdorf, Hardhölzli","Regensdorf, Querstrasse",9
"Ringlikon, Gättern","Waldegg, Katholische Kirche",8
"Rümlang, Ifangstrasse","Rümlang, Hörnlistrasse",10
Schöfflisdorf-Oberweningen,"Schöfflisdorf-Oberwen, Bahnhof",1
"Stallikon, Tägerst","Stallikon, Wolfenhof",10
"Thalwil, Schützenhaus","Thalwil, Gewerbestrasse",6
"Thalwil, Seehaldenstrasse","Thalwil, Sonnenberg",10
"Urdorf, Neumattstrasse","Urdorf, Neumatt",5
"Uster, Bildungszentrum","Uster, Wil",7
"Uster, Oberuster","Uster, Talweg",8
"Wallisellen, Rosenberg","Wallisellen, Haldenstrasse",8
"Weisslingen, Bergwiesenstrasse","Weisslingen, Widum",7
"Wettingen, Jurastrasse","Wettingen, Tägipark",4
Winterthur,Museumstrasse/HB,3
"Wädenswil, Bahnhof","Wädenswil, Weinrebe",7
"Wädenswil, Glärnisch","Wädenswil, Ceder",5
"Wädenswil, Schlossbergstrasse","Wädenswil, Bahnhof",10
"Zumikon, Waltikon","Zumikon, Dorfzentrum",10
Zürich Giesshübel,"Zürich, Manesseplatz",7
"Zürich Oerlikon, Bahnhof Nord","Zürich, Max-Bill-Platz",6
"Zürich, Beckenhof","Zürich, Museum für Gestaltung",10
"Zürich, Langensteinenstrasse","Zürich, Langmauerstrasse",8
"Zürich, Laubiweg","Zürich, Schaffhauserplatz",9
"Zürich, Manegg","Zürich Leimbach, Bahnhof",9
"Zürich, Schaffhauserplatz","Zürich, Kronenstrasse",9
"Zürich, Singlistrasse","Zürich, Wieslergasse",5
"Zürich, Winzerstrasse Süd","Zürich, Winzerstrasse",1
"Adliswil, Badstrasse","Adliswil, Krone",10
"Adliswil, Feldblumenstrasse","Adliswil, Bodenacker",5
"Adliswil, Tiefacker","Adliswil, Grundstrasse",9
"Bremgarten AG, Waage","Bremgarten AG, West",9
"Bülach, Sonnenhof","Bülach, Kreuzstrasse",5
"Dietlikon, Bahnhof","Dietlikon, In Lampitzäckern",9
"Dübendorf, Bauhof","Dübendorf, Sonnenberg",5
"Esslingen, Bahnhof",Esslingen,1
"Glattbrugg, Riethofstrasse","Glattbrugg, Glatthof",5
"Herrliberg, Grüt","Herrliberg, Holzwies",9
"Herrliberg, Harzerstrasse","Herrliberg, Humrigen",7
"Horgen, untere Mühle","Horgen, Schärbächli/Fähre",7
Kilchberg ZH (See),Kilchberg,8
"Küsnacht ZH, Hallenbad","Küsnacht ZH, Ob. Heslibachstr.",8
Oberglatt ZH,Oberglatt,0
Oberrieden Dorf,"Oberrieden, Bahnhof",7
"Schlieren, Bahnhof","Schlieren, Brunngasse",7
"Spreitenbach, Langäcker","Spreitenbach, Furttalstrasse",6
"Tagelswangen, Buckstrasse","Tagelswangen, Oberwis",10
"Thalwil, Mühlebachplatz","Thalwil, Rudishaldenstrasse",10
Thalwil,"Thalwil, Pilgerweg",8
"Uster, Jugendhaus","Uster, Apothekerstrasse",10
"Uster, Loren","Uster, Strick",4
"Uster, Talweg","Uster, Wageren",10
"Uster, Zentralstrasse","Uster, Poststrasse",5
"Waldegg, Post","Waldegg, Birmensdorferstrasse",3
"Wallisellen, Guyer-Weg","Wallisellen, Lindenplatz",8
"Wallisellen, Haldenstrasse","Wallisellen, Guggenbühlstrasse",5
"Wallisellen, Sportzentrum","Wallisellen, Blumenweg",6
"Wettingen, Busgarage","Wettingen, Jurastrasse",9
"Wettswil a.A., Eggächer","Wettswil a.A., Oberhusen",6
"Winterthur, Nägelsee","Winterthur, Friedliweg",6
"Wädenswil, Hallenbad/Frohmatt","Wädenswil, Büelen",8
"Wädenswil, Weinrebe",Wädenswil,7
"Zufikon, Emaus","Zufikon, Volg",8
"Zufikon, Haldenstrasse","Zufikon, Algier",5
Zürich Enge,"Zürich Enge, Bahnhof",2
Zürich HB,"Zürich, Sihlquai/HB",6
"Zürich, Bethanien","Zürich, Toblerplatz",7
"Zürich, Bürkliplatz","Zürich, Kantonalbank",4
"Zürich, Fischerweg","Zürich, Toni-Areal",9
"Zürich, Höschgasse","Zürich, Botanischer Garten",7
"Zürich, Loorenstrasse","Zürich, Berghaldenstrasse",8
"Zürich, Militär-/Langstrasse","Zürich, Röntgenstrasse",6
"Zürich, Schönauring","Zürich, Köschenrüti",7
"Zürich, Schörlistrasse","Zürich, Friedrichstrasse",10
"Zürich, Stampfenbachplatz",Zürich Polyterrasse,10
"Zürich, Sternen Oerlikon","Zürich, Dorflinde",8
"Adlikon b. R., Dorf","Adlikon b. R., Ziegelhütte",10
"Adliswil, Bodenacker","Adliswil, Zopf",7
"Berikon, Stalden","Berikon, Mattenhof",10
"Bremgarten AG, Badenerstrasse","Bremgarten AG, Bibenlos",7
"Bremgarten AG, Meyerhof","Bremgarten AG, Obertorplatz",10
"Bülach, Stadthalle","Bülach, Tiefengasse",6
"Dübendorf, Bettlistrasse","Dübendorf, Claridenstrasse",7
"Dübendorf, Chriesmatt","Dübendorf, Innovationspark",9
"Dübendorf, Hoffnung","Dübendorf, Sonnental",6
"Dübendorf, Meiershofstrasse","Dübendorf, Unterdorf",9
"Herrliberg, Holzwies","Erlenbach ZH, Im Streuli",9
"Horgen, Baumgärtlihof","Horgen, Heubach",10
"Horgen, Waidli","Horgen, Gehren",8
"Kilchberg ZH, Altersheim","Kilchberg ZH, Spital",10
Küsnacht ZH,Küsnacht ZH (See),4
"Neerach, Post","Neerach, Gemeindehaus",7
"Niederrohrdorf,Gemeindezentrum","Niederrohrdorf, Hiltimatt",9
"Opfikon, Bahnhof","Glattpark, Lindberghplatz",9
"Rüschlikon, Bodengasse","Rüschlikon, Rebsteig",6
Schöfflisdorf-Oberweningen,"Schöfflisdorf, Gemeindehaus",8
"Thalwil, Feldstrasse","Thalwil, Trotte",10
Thalwil,"Thalwil, Post",4
"Unterengstringen, Eckstein","Unterengstringen, Sennenbüel N",7
"Uster, Niederuster","Uster, Pfannenstielstrasse",6
"Wallisellen, Ifang","Wallisellen, Furtbach",6
"Wettingen, Stadion","Wettingen, Bahnhof",10
"Wettingen, Tägi","Wettingen, Zirkuswiese",10
"Wettswil a.A., Heissächerstr.","Wettswil a.A., Dorf",9
"Wettswil a.A., Langächer","Wettswil a.A., Bäumlisächer",4
"Winterthur, Töss","Winterthur, Rosenau",10
"Wädenswil, Gulmenmatt","Wädenswil, Tobelrain",2
Zürich Landesmuseum (See),"Zürich, Sihlquai/HB",7
"Zürich, Am Suteracher","Zürich, Hermetschloo",10
"Zürich, Bahnhofstrasse/HB","Zürich, Bahnhofplatz/HB",3
"Zürich, Grünaustrasse","Zürich Altstetten, Bahnhof N",8
"Zürich, Hagenholz","Zürich, Oerlikerhus",8
"Zürich, Helvetiaplatz","Zürich, Bezirksgebäude",5
"Zürich, Kunsthaus","Zürich, Sprecherstrasse",9
"Zürich, Löwenplatz",Zürich HB SZU,5
"Zürich, Schauenberg","Zürich, Lerchenrain",6
"Zürich, Segeten","Zürich, Wiesliacher",4
"Zürich, Solidapark",Zürich Altstetten,9
"Zürich, Wildbachstrasse","Zürich Tiefenbrunnen, Bahnhof",7
"Zürich, Zoo/Forrenweid","Zürich, Dreiwiesen",6
Busgarage,"Wettingen, Halbartenstrasse",5
"Dielsdorf, Dorfzentrum","Dielsdorf, Bahnhof",9
"Dielsdorf, Spitalstrasse","Dielsdorf, Bezirksgebäude",4
"Dietikon, Lätten","Dietikon, Weidstrasse",6
"Dübendorf, Flugplatz","Dübendorf, Bahnhof Nord",6
"Dübendorf, Ringstrasse","Dübendorf, Am Ring",5
"Effretikon, Müselacher","Effretikon, Lindenwiese",9
"Herrliberg, Aryanastrasse","Herrliberg, Humrigen",10
"Herrliberg, Grundhofstrasse","Herrliberg, Rebberg",8
Kilchberg ZH,Kilchberg ZH (See),8
"Kloten, Kirchgasse",Kloten,10
"Meilen, Au","Meilen, In der Au",4
"Meilen, Eichholz","Meilen, Tobel",7
"Meilen, Ormis","Meilen, Halten",7
Männedorf,"Männedorf, Kirchweg",9
"Regensdorf, Altersheim","Regensdorf, Zentrum",7
"Rüschlikon, Belvoir","Rüschlikon, Bahnhof",8
"Uster, Ackerstrasse","Uster, Strick",8
"Uster, Bahnhof","Uster, Stadthaus",7
"Uster, Dammstrasse","Uster, Bahnhof",7
"Uster, Strick","Uster, Gschwader",5
"Wallisellen, Spitzacker","Wallisellen, Sportzentrum",9
"Wettingen, Busgarage","Wettingen, Kreuzkapelle",10
"Wettingen, Staffelstrasse",Rathaus,8
"Wettingen, Zirkuswiese","Wettingen, Tägipark",7
"Winkel, Oberrüti","Winkel, Bühlhof",9
"Winterthur, Wülflingen","Winterthur, Hardau",9
"Wohlen AG, Haldenschulen","Wohlen AG, obere Haldenstrasse",8
"Wohlen AG, Höhenweg","Wohlen AG, Gerstmatt",5
"Wohlen AG, Sustenweg","Wohlen AG, Gerstmatt",6
"Wohlen AG, obere Haldenstrasse","Wohlen AG, Altersheim Bifang",9
"Wädenswil, Gulmenmatt","Wädenswil, Lätten",8
"Zufikon, Algier","Zufikon, Emaus",8
"Zürich Tiefenbrunnen, Bahnhof",Zürich Tiefenbrunnen (See),2
"Zürich Wiedikon, Bahnhof","Zürich, Schmiede Wiedikon",8
"Zürich, Bernoulli-Häuser","Zürich, Kempfhofsteig",9
"Zürich, Bristenstrasse","Zürich, Solidapark",6
"Zürich, Bucheggplatz","Zürich, Weihersteig",8
"Zürich, Fischerweg","Zürich, Kempfhofsteig",9
"Zürich, Kunsthaus",Zürich Stadelhofen,9
"Zürich, Kunsthaus","Zürich, Neumarkt",6
"Zürich, Laubegg",Zürich Saalsporthalle,8
"Zürich, Lindenplatz","Zürich, Bristenstrasse",6
"Zürich, Luchswiesen","Zürich, Altried",9
"Zürich, Museum Rietberg","Zürich, Kantonsschule Enge",10
"Zürich, Nordheimstrasse","Zürich, Krematorium Nordheim",6
"Zürich, Paradeplatz","Zürich, Kantonalbank",4
"Zürich, Rehalp","Zürich, Friedhof Enzenbühl",5
"Zürich, Roswiesen","Zürich, Luegisland",10
"Zürich, Seilbahn Rigiblick","Zürich, Kinkelstrasse",8
"Zürich, Sädlenweg","Zürich, In der Ey",8
"Zürich, Vogelsangstrasse","Zürich, Germaniastrasse",10
"Zürich, Voltastrasse","Zürich, Bethanien",10
"Zürich, Waldhaus Dolder","Zürich, Bircher-Benner",8
"Zürich, Wartau","Zürich, Wieslergasse",8
"Zürich, Zypressenstrasse","Zürich, Albisriederplatz",7
"Au ZH, Unter Ort","Au ZH, Seeguet",3
Bergfrieden,Dietikon Stoffelbach,10
"Birmensdorf ZH, Obere Risi","Birmensdorf ZH, Sternen/WSL",9
"Bülach, Obere Frohalde","Bülach, Untere Frohalde",7
"Dietikon, Birmensdorferstrasse",Glanzenberg,6
"Dietikon, Heimstrasse","Dietikon, Rapidplatz",4
"Dietikon, Stadthaus","Dietikon, Oberdorf",7
"Dübendorf, Grüzenstrasse","Dübendorf, Kirche Wil",5
"Embrach, Dreispitz","Embrach, Im Feld",9
"Erlenbach ZH, Im Loo",Erlenbach ZH,4
"Glattpark, Lindberghplatz","Glattpark, Lindbergh-Allee",4
"Herrliberg, Humrigen","Herrliberg, Aryanastrasse",10
"Kilchberg ZH, Schwelle",Kilchberg ZH,8
"Kilchberg ZH, Schwelle","Kilchberg ZH, Schlimbergstr.",8
"Killwangen, Bahnhof",Killwangen-Spreitenbach,2
"Kloten, Bahnhof","Kloten, Stadthaus",7
"Kloten, Chanzler","Kloten, Weinbergstrasse",4
"Kloten, Lindenstrasse","Kloten, Ackerstrasse",7
"Kloten, Zum Wilden Mann","Kloten, Kaserne Ost",9
"Küsnacht ZH, Bergstrasse","Küsnacht ZH, Oberfeld",4
"Meilen, Charrhalten","Meilen, Bezibüel/Chilchbüel",5
"Niederrohrdorf, Oberdorf","Oberrohrdorf, Friedhof",7
"Oberlunkhofen, Post","Oberlunkhofen, Dorfplatz",2
Opfikon,"Glattbrugg, Bahnhof",4
Rathaus,"Wettingen, Ligusterweg",9
"Regensdorf, Altersheim","Regensdorf, Feldblumenstrasse",6
"Schlieren, Bahnhof Nord","Schlieren, Feldstrasse",6
"Schlieren, Feldstrasse","Schlieren, Am Rietpark",7
"Spreitenbach, Center Spreitenb","Spreitenbach, IKEA",6
"Spreitenbach, Rotzenbühl","Spreitenbach, Langäcker",7
"Stäfa, Echtlenbach","Stäfa, Uelikon",6
"Thalwil, Böni","Thalwil, Gewerbestrasse",5
"Uster, Koppach","Uster, Oberuster",10
"Uster, Loren","Uster, Gschwader",2
"Volketswil, Hegnau","Volketswil, Chammwisen",2
"Wallisellen, Herti","Wallisellen, Kaserne",10
"Wallisellen, Lindenplatz","Wallisellen, Guyer-Weg",8
"Wallisellen, Rosenberg",Glatt (Bus),8
"Wangen b D'dorf, Flugsicherung","Wangen b D'dorf, Hätzelwisen",9
"Wettingen, Märzengasse","Wettingen, Brunnenwiese",4
"Wettingen, Rathaus","Wettingen, Staffelstrasse",8
"Wettingen, Schönenbühlstrasse","Wettingen, St. Sebastian",4
"Wettswil a.A., Moosstrasse","Wettswil a.A., Chilenholzstr.",7
Winkel am Zürichsee,"Erlenbach ZH, Rebstrasse",7
Winterthur,Hauptbahnhof,2
Zürich Giesshübel,Zürich Binz,6
"Zürich Selnau, Bahnhof","Zürich, Stauffacher",8
"Zürich, Hagenholz","Zürich, Riedgraben",10
"Zürich, Hertersteg",Zürich Wiedikon,9
"Zürich, Himmeri","Zürich, Neunbrunnen",8
"Zürich, Kreuzplatz",Zürich Stadelhofen,10
"Zürich, Laubiweg","Zürich, Guggachstrasse",6
"Zürich, Nordstrasse","Zürich, Lettenstrasse",8
"Zürich, Platte","Zürich, Neumarkt",10
"Zürich, Rautihalde","Zürich, Neeserweg",10
"Zürich, Rentenanstalt","Zürich, Schweizer Rück",8
"Zürich, Rote Fabrik","Zürich, Butzenstrasse",10
"Zürich, Rudolf-Brun-Brücke",Zürich Polyterrasse,9
"Zürich, Werd","Zürich Wiedikon, Bahnhof",5
Adliswil,"Adliswil, Tobelhof",10
"Au ZH, Unter Ort","Au ZH, Alte Landstrasse",6
Bahnhof,"Schneisingen, Murzlen",9
Bremgarten,"Bremgarten AG, Obertorplatz",5
"Bülach, Grampenweg","Bülach, Sonnenhof",9
"Bülach, Pfarrgässli","Bülach, Untertor",2
"Dietikon, Bahnhof","Dietikon, Bahnhofstrasse",4
"Dietlikon, Dübendorferstrasse","Dietlikon, Industriestrasse",4
"Dübendorf, Bettlistrasse","Dübendorf, Glärnischstrasse",7
"Dübendorf, Chriesmatt","Dübendorf, Zwinggarten",9
"Dübendorf, City Center","Dübendorf, Meiershofstrasse",5
"Dübendorf, Meiershofstrasse","Dübendorf, City Center",5
"Dübendorf, Schwimmbad","Dübendorf, Claridenstrasse",10
"Effretikon, Kapelle Rikon","Effretikon, Brüttenerstrasse",6
"Erlenbach ZH, Im Streuli","Herrliberg, Rain",10
"Erlenbach ZH, Pflugstein","Herrliberg, Holzwies",8
"Herrliberg, Rain","Herrliberg, Busenhardstrasse",7
Horgen Oberdorf,"Horgen, Spital",10
"Horgen, Bahnhof",Horgen,2
"Horgen, Bocken","Horgen, Waldegg",4
"Horgen, Scheller","Horgen, Widmerheim",6
"Meilen, Roren","Meilen, Bundi",6
"Oetwil an der Limmat, Halde","Geroldswil, Schweizäcker",9
"Opfikon, Bahnhof",Opfikon,1
"Regensdorf, Althard","Regensdorf-Watt, Bahnhof",6
Schlieren,"Schlieren, Feldstrasse",10
"Spreitenbach, Langäcker","Spreitenbach, Dorf",10
"Uster, Burgstrasse","Uster, Zentralstrasse",10
"Uster, Gschwader","Uster, Loren-Allee",5
"Uster, Jungholz","Uster, Seeweg",10
"Uster, Jungholz","Uster, Sonnenberg",10
"Uster, Stadthaus",Uster,6
"Uster, Strick","Uster, Meieracher",9
"Waldburg, Station","Zollikerb., Langägerten/Spital",8
"Wallisellen, Florastrasse",Wallisellen,9
"Wallisellen, Friedhof","Wallisellen, Bahnhof",6
"Wallisellen, Guggenbühlstrasse","Wallisellen, Florastrasse",5
"Wallisellen, Säntisstrasse","Wallisellen, Haldenstrasse",8
"Wettingen, Langenstein","Wettingen, Staffelstrasse",9
"Wettswil a.A., Schürli","Wettswil a.A., Beerimoos",9
"Winterthur, Schöntal","Winterthur, Gaswerk",4
"Winterthur, Zeughaus",Gewerbeschule,8
"Wohlen AG, Gyrenhübelstrasse","Wohlen AG, Höhenweg",5
"Wohlen AG, Sustenweg","Wohlen AG, Haldenschulen",9
"Zürich Flughafen, Carterminal","Zürich Flughafen, Bahnhof",2
"Zürich Oerlikon, Bahnhof Nord","Zürich, Bollingerweg",10
"Zürich Oerlikon, Bahnhof Nord","Zürich, Felsenrainstrasse",10
"Zürich Selnau, Bahnhof","Zürich, Sihlstrasse",6
"Zürich, Bändliweg","Zürich, Vulkanstrasse",5
"Zürich, Haldenegg","Zürich, Winkelriedstrasse",10
"Zürich, Kappeli","Zürich, Letzibach",10
"Zürich, Krematorium Nordheim","Zürich, Maienweg",7
"Zürich, Messe/Hallenstadion",Zürich Oerlikon,10
"Zürich, Schanzackerstrasse","Zürich, Letzistrasse",5
"Zürich, Sihlstrasse","Zürich, Löwenplatz",10
"Zürich, Staudenbühl","Zürich, Friedhof Schwandenholz",5
"Zürich, Stockerstrasse","Zürich, Kantonalbank",7
"Zürich, Untermoosstrasse","Zürich, Rautistrasse",8
"Bergdietikon, Bernold","Bergdietikon, Vorbühl",6
"Berikon-Widen, Bahnhof","Berikon, Kesslernmatt",7
Bonstetten-Wettswil,"Bonstetten-Wettswil, Bahnhof",1
"Bülach, Bahnhof Ost","Bülach, Hohfuri",10
"Dietlikon, Bahnhof",Dietlikon,1
"Dietlikon, Hofwiesen","Dietlikon, Rebackerweg",6
"Dübendorf, Innovationspark","Dübendorf, Chriesmatt",9
Erlenbach ZH,"Erlenbach ZH, Im Loo",4
"Fällanden, Eggler","Fällanden, Gemeindehaus",9
"Fällanden, Eggler","Fällanden, Schützenhaus",8
"Herrliberg, Harzerstrasse","Herrliberg, Forchstrasse",5
Herrliberg-Feldmeilen,"Herrliberg-Feldmeilen, Bahnhof",2
"Horgen Oberdorf, Bahnhof","Horgen, Wannerstrasse",10
"Horgen, Altes Gemeindehaus","Horgen, Baumgärtlihof",7
"Horgen, Wannerstrasse","Horgen Oberdorf, Bahnhof",10
"Höri, Schulhaus","Höri, Gemeindehaus",6
"Kloten, Neubrunnenstrasse","Kloten, Waldeggweg",10
"Kloten, Weinbergstrasse","Kloten, Chanzler",4
"Küsnacht ZH, Bahnhof",Küsnacht ZH,1
Museumstrasse/HB,"Winterthur, Stadthaus",9
"Niederglatt ZH, Zentrum","Niederglatt ZH,altes Schulhaus",10
Oberrieden,Oberrieden Dorf,7
"Regensdorf, Moosächer","Regensdorf, Sportanlage Wisa.",9
"Regensdorf, Pumpwerkstrasse","Regensdorf, Furtbächli",8
"Regensdorf, Querstrasse","Regensdorf, Furtbächli",7
"Schlieren, Bahnhof","Schlieren, Rütistrasse",9
"Spreitenbach, Center Spreitenb","Spreitenbach, Dorf",8
"Thalwil, Aubrigstrasse","Thalwil, Zehntenstrasse",5
Thalwil,"Thalwil, Archstrasse",5
"Uster, Pfannenstielstrasse","Uster, Seeweg",8
"Volketswil, Chammwisen","Volketswil, Zentrum",7
"Volketswil, Wallberg","Volketswil, Zentrum",9
"Winterthur, Gaswerk","Winterthur, Rebwiesen",6
"Winterthur, Schmidgasse","Winterthur, Hauptbahnhof",6
"Winterthur, Technikum",Museumstrasse/HB,10
"Zollikon, Felbenstrasse","Zollikon, Dufourplatz",8
"Zürich Altstetten, Bahnhof N","Zürich, Letzibach",10
Zürich Bellevue (See),"Zürich, Kreuzstrasse",9
Zürich Landesmuseum (See),"Zürich, Haldenegg",5
"Zürich Leimbach, Bahnhof","Zürich, Frymannstrasse",5
"Zürich Wollishofen, Bahnhof","Zürich Wollishofen,Bhf/Staubst",3
"Zürich, Blumenfeldstrasse","Zürich, Aspholz",7
"Zürich, Ettenfeld","Glattbrugg, Frohbühlstrasse",9
"Zürich, Hubertus","Zürich, Albisrank",9
"Zürich, Lettenstrasse","Zürich, Rotbuchstrasse",6
"Zürich, Michelstrasse","Zürich, Friedhof Hönggerberg",7
"Zürich, Rentenanstalt","Zürich Enge, Bahnhof/Bederstr.",8
"Zürich, Trichtenhausenfussweg","Zürich, Wiesliacher",4
"Zürich, Zwinglihaus","Zürich, Bertastrasse",7
Bahnhof Süd,Birmensdorf ZH,2
"Bülach, Hinterbirch","Bülach, Hirslen",6
"Dübendorf, Claridenstrasse","Dübendorf, Bettlistrasse",7
"Fehraltorf, Undermüli","Fehraltorf, Am Wildbach",10
"Grüt (Gossau ZH), Grünau","Grüt (Gossau ZH), Dorf",8
"Horgen, Bahnhof","Horgen, Dorfgasse",7
"Horgen, Baumgärtlihof","Horgen, Schinzenhof",5
"Horgen, Schnegg","Horgen, Reithy",6
Kilchberg,"Kilchberg ZH, Paradiesstrasse",10
"Muri AG, Lindenberg","Muri AG, Kreisel",10
"Männedorf, Büelen","Uetikon am See, Talstrasse",10
"Männedorf, Im Russer","Männedorf, Büelen",7
"Rüschlikon, Park im Grüene","Rüschlikon, Moosstrasse",9
"Thalwil, Aegertli","Thalwil, Bahnhof",9
"Thalwil, Sonnenberg","Thalwil, Aegertli",8
"Urdorf, Schlierenstrasse","Urdorf, Neumatt",10
"Uster, Talweg","Uster, Florastrasse",8
"Uster, Wildsbergstrasse","Uster, Sonnenberg",6
"Wallisellen, Guyer-Weg","Wallisellen, Säntisstrasse",9
"Wallisellen, Zentrum",Wallisellen,4
"Wettingen, Jurastrasse","Wettingen, Halbartenstrasse",8
"Winterthur, Brühleck","Winterthur, Wylandbrücke",9
"Würenlos, Brunnenweg","Würenlos, Spycher",6
"Würenlos, Lärchenweg","Würenlos, Steigass",7
"Zufikon, Schulanlage","Zufikon, Volg",6
"Zürich Affoltern, Bahnhof","Zürich, Zehntenhausplatz",5
"Zürich, Am Suteracher","Zürich, Salzweg",8
"Zürich, Bernoulli-Häuser","Zürich, Sportweg",7
"Zürich, Hardplatz","Zürich Hardbrücke, Bahnhof",8
"Zürich, Hürstholz","Zürich, Glaubtenstrasse Süd",10
"Zürich, Klusplatz","Zürich, Wetlistrasse",10
"Zürich, Letzipark West","Zürich, Grimselstrasse",10
"Zürich, Rathaus","Zürich, Rennweg",8
"Zürich, Rebbergsteig","Zürich, Pflegezentr. Käferberg",8
"Zürich, Rebbergsteig","Zürich, Waidfussweg",7
"Zürich, Susenbergstrasse","Zürich, Flobotstrasse",5
"Zürich, Wieslergasse","Zürich, Michelstrasse",6
"Adliswil, Feldblumenstrasse",Adliswil (Luftseilbahnstation),4
Affoltern am Albis,"Affoltern a.A., Bahnhof",1
"Baar, Blegistrasse","Baar, Ruessen",9
"Bassersdorf, Gemeindehaus","Bassersdorf, Dietlikonerstr.",5
"Bergdietikon, Baltenschwil","Bergdietikon, Bergli",6
"Dietikon, Stelzenacker","Dietikon, Oberdorf",9
"Dübendorf, Unterdorf","Dübendorf, Bahnhof",9
"Glattbrugg, Halden","Glattbrugg, Giebeleichstrasse",10
"Glattbrugg, Post","Glattbrugg, Lättenwiesen",9
"Herrliberg, Gartenstrasse","Herrliberg, Vogtei",10
"Horgen, Bergli","Horgen, Heubach",10
"Illnau, Gemeindehaus","Illnau, Löwen",5
"Kilchberg ZH, Sanatorium","Kilchberg ZH, Breitloo",8
"Kloten, Hohrainli","Kloten, Sporthalle Ruebisbach",9
Kloten,"Kloten, Lindenstrasse",10
"Nesselnbach, Mitteldorf","Nesselnbach, Unterdorf",4
Opfikon,"Glattpark, Lindberghplatz",10
"Ottenbach, Zentrum","Ottenbach, Engelwiese",4
"Schlieren, Nassacker","Schlieren, Heimeliweg",7
"Staffeln AG, Schulhaus","Hermetschwil, Kloster",7
"Wallisellen, Blumenweg","Wallisellen, Säntisstrasse",6
"Winterthur, Neubruch","Winterthur, Finken-Rain",4
"Wädenswil, Krähbach","Wädenswil, Glärnisch",6
"Wädenswil, Schlossbergstrasse","Wädenswil, Mühlebach",5
